"Date","Price","Open","High","Low","Change %"
"Jul 05, 2017","20.7770","20.6461","20.8589","20.6114","0.61%"
"Jul 04, 2017","20.6511","20.6928","20.7262","20.6073","-0.27%"
"Jul 03, 2017","20.7067","20.6926","20.7586","20.6317","-0.03%"
"Jun 30, 2017","20.7128","20.6381","20.7473","20.4954","0.34%"
"Jun 29, 2017","20.6426","20.2987","20.7374","20.2737","1.62%"
"Jun 28, 2017","20.3126","20.3947","20.5676","20.2263","-0.43%"
"Jun 27, 2017","20.4000","19.9707","20.4536","19.9345","2.08%"
"Jun 26, 2017","19.9836","20.1533","20.1852","19.9347","-0.82%"
"Jun 23, 2017","20.1487","20.1837","20.2604","20.0724","-0.25%"
"Jun 22, 2017","20.1989","20.3527","20.3845","20.0847","-0.81%"
"Jun 21, 2017","20.3640","20.2420","20.4453","20.1780","0.55%"
"Jun 20, 2017","20.2531","20.0107","20.2982","19.9904","1.16%"
"Jun 19, 2017","20.0208","20.0489","20.1413","19.9982","-0.18%"
"Jun 16, 2017","20.0564","20.1105","20.1653","20.0281","-0.29%"
"Jun 15, 2017","20.1145","20.0944","20.2487","20.0712","0.06%"
"Jun 14, 2017","20.1032","20.2356","20.2769","20.0827","-0.68%"
"Jun 13, 2017","20.2405","20.3139","20.3641","20.1886","-0.38%"
"Jun 12, 2017","20.3180","20.3287","20.4405","20.2800","-0.13%"
"Jun 09, 2017","20.3444","20.4065","20.4809","20.2843","-0.32%"
"Jun 08, 2017","20.4106","20.5085","20.5617","20.3602","-0.52%"
"Jun 07, 2017","20.5178","20.5498","20.6108","20.4109","-0.23%"
"Jun 06, 2017","20.5657","20.6339","20.7553","20.5233","-0.38%"
"Jun 05, 2017","20.6441","21.0666","21.2132","20.6036","-2.07%"
"Jun 02, 2017","21.0804","20.8908","21.1400","20.8499","0.84%"
"Jun 01, 2017","20.9052","20.9265","20.9883","20.7853","-0.15%"
"May 31, 2017","20.9367","20.9193","21.0731","20.8276","0.05%"
"May 30, 2017","20.9271","20.6202","20.9327","20.5534","1.45%"
"May 29, 2017","20.6279","20.6766","20.7405","20.6167","-0.39%"
"May 26, 2017","20.7086","20.7411","20.7850","20.5746","-0.18%"
"May 25, 2017","20.7452","20.6875","20.8007","20.5586","0.26%"
"May 24, 2017","20.6912","20.8254","20.9302","20.6711","-0.71%"
"May 23, 2017","20.8393","20.9641","21.0535","20.7952","-0.64%"
"May 22, 2017","20.9744","20.9442","21.0067","20.7980","0.05%"
"May 19, 2017","20.9629","20.8902","21.0047","20.8389","0.27%"
"May 18, 2017","20.9059","20.9519","21.3702","20.7871","-0.25%"
"May 17, 2017","20.9579","20.6568","20.9700","20.6384","1.44%"
"May 16, 2017","20.6606","20.5178","20.7506","20.4564","0.67%"
"May 15, 2017","20.5227","20.5508","20.5802","20.4432","-0.22%"
"May 12, 2017","20.5674","20.4440","20.5769","20.4248","0.55%"
"May 11, 2017","20.4544","20.6590","20.7025","20.4361","-1.02%"
"May 10, 2017","20.6644","20.8378","20.8939","20.5637","-0.88%"
"May 09, 2017","20.8471","20.9801","21.0213","20.7840","-0.66%"
"May 08, 2017","20.9861","20.8737","20.9981","20.7111","0.44%"
"May 05, 2017","20.8947","20.9223","21.0225","20.8011","-0.16%"
"May 04, 2017","20.9288","20.5283","20.9545","20.4937","1.91%"
"May 03, 2017","20.5365","20.5020","20.5851","20.4640","0.11%"
"May 02, 2017","20.5140","20.4191","20.5657","20.3553","0.44%"
"May 01, 2017","20.4232","20.5123","20.5706","20.3975","-0.41%"
"Apr 28, 2017","20.5082","20.6671","20.8600","20.4805","-0.86%"
"Apr 27, 2017","20.6867","20.9098","20.9930","20.5866","-1.10%"
"Apr 26, 2017","20.9162","20.5906","20.9894","20.5182","1.53%"
"Apr 25, 2017","20.6015","20.3550","20.7465","20.3130","1.20%"
"Apr 24, 2017","20.3581","20.5304","20.5618","20.0744","0.87%"
"Apr 21, 2017","20.1821","20.1249","20.2361","20.0931","0.23%"
"Apr 20, 2017","20.1361","20.1814","20.2975","20.1059","-0.26%"
"Apr 19, 2017","20.1892","19.9529","20.2497","19.9209","1.18%"
"Apr 18, 2017","19.9533","19.6826","19.9835","19.6638","1.35%"
"Apr 17, 2017","19.6883","19.6298","19.8351","19.6131","0.27%"
"Apr 14, 2017","19.6352","19.7190","19.7586","19.6197","-0.48%"
"Apr 13, 2017","19.7298","19.7773","19.8172","19.6605","-0.29%"
"Apr 12, 2017","19.7869","19.9136","19.9553","19.7647","-0.63%"
"Apr 11, 2017","19.9128","19.7784","20.0069","19.7683","0.61%"
"Apr 10, 2017","19.7929","19.8049","19.8514","19.6764","0.11%"
"Apr 07, 2017","19.7703","19.9357","20.1316","19.6883","-0.89%"
"Apr 06, 2017","19.9484","20.0584","20.1761","19.9026","-0.60%"
"Apr 05, 2017","20.0687","20.0743","20.1139","19.8905","-0.10%"
"Apr 04, 2017","20.0897","19.9150","20.1900","19.9014","0.84%"
"Apr 03, 2017","19.9220","19.9570","20.0318","19.9028","-0.13%"
"Mar 31, 2017","19.9477","19.9785","20.1900","19.9065","-0.17%"
"Mar 30, 2017","19.9825","20.1332","20.1780","19.8792","-0.80%"
"Mar 29, 2017","20.1442","20.5698","20.5937","20.1040","-2.11%"
"Mar 28, 2017","20.5782","20.5153","20.5904","20.4292","0.27%"
"Mar 27, 2017","20.5236","20.2403","20.6542","20.2366","1.32%"
"Mar 24, 2017","20.2563","20.4030","20.4928","20.2269","-0.76%"
"Mar 23, 2017","20.4122","20.5316","20.6288","20.3917","-0.63%"
"Mar 22, 2017","20.5419","20.6399","20.7563","20.5202","-0.53%"
"Mar 21, 2017","20.6511","20.4090","20.7071","20.3603","1.14%"
"Mar 20, 2017","20.4182","20.4861","20.6456","20.3649","-0.32%"
"Mar 17, 2017","20.4843","20.7317","20.7516","20.4619","-1.24%"
"Mar 16, 2017","20.7417","20.6162","20.7492","20.4369","0.55%"
"Mar 15, 2017","20.6274","20.8414","20.9158","20.5318","-1.08%"
"Mar 14, 2017","20.8528","20.8981","20.9585","20.7989","-0.23%"
"Mar 13, 2017","20.9012","20.9125","21.0211","20.8289","-0.11%"
"Mar 10, 2017","20.9237","20.9693","21.0982","20.7926","-0.28%"
"Mar 09, 2017","20.9832","20.7265","21.0810","20.6959","1.19%"
"Mar 08, 2017","20.7357","20.5921","20.7800","20.5283","0.66%"
"Mar 07, 2017","20.5994","20.7513","20.8059","20.5238","-0.75%"
"Mar 06, 2017","20.7556","20.7036","20.7956","20.5803","0.15%"
"Mar 03, 2017","20.7255","21.0120","21.2049","20.6094","-1.38%"
"Mar 02, 2017","21.0151","20.8874","21.0467","20.8211","0.57%"
"Mar 01, 2017","20.8956","21.2584","21.3229","20.8277","-1.75%"
"Feb 28, 2017","21.2677","21.0610","21.3209","21.0356","0.92%"
"Feb 27, 2017","21.0745","21.0181","21.1543","20.8872","0.21%"
"Feb 24, 2017","21.0312","20.8021","21.0545","20.7799","1.06%"
"Feb 23, 2017","20.8114","21.0042","21.1039","20.7167","-0.97%"
"Feb 22, 2017","21.0142","21.0766","21.1430","20.8654","-0.34%"
"Feb 21, 2017","21.0859","21.6010","21.6401","21.0091","-2.49%"
"Feb 20, 2017","21.6234","21.6791","21.8414","21.5948","-0.32%"
"Feb 17, 2017","21.6927","21.7532","21.9050","21.6066","-0.29%"
"Feb 16, 2017","21.7564","21.4853","21.7999","21.4691","1.21%"
"Feb 15, 2017","21.4967","21.4269","21.5580","21.3762","0.31%"
"Feb 14, 2017","21.4303","21.4907","21.5721","21.3956","-0.30%"
"Feb 13, 2017","21.4949","21.6223","21.7020","21.4551","-0.72%"
"Feb 10, 2017","21.6513","21.6766","21.7321","21.4996","-0.14%"
"Feb 09, 2017","21.6824","21.9023","21.9806","21.6292","-1.05%"
"Feb 08, 2017","21.9126","22.0195","22.0964","21.8346","-0.54%"
"Feb 07, 2017","22.0311","22.0953","22.1342","21.9540","-0.36%"
"Feb 06, 2017","22.1108","21.9659","22.1963","21.7884","0.57%"
"Feb 03, 2017","21.9861","22.0976","22.1425","21.8362","-0.54%"
"Feb 02, 2017","22.1065","22.2935","22.3367","22.0123","-0.87%"
"Feb 01, 2017","22.3010","22.4923","22.5104","22.2693","-0.87%"
"Jan 31, 2017","22.4965","22.2223","22.5358","22.1886","1.21%"
"Jan 30, 2017","22.2285","22.3116","22.4412","21.9825","-0.57%"
"Jan 27, 2017","22.3556","22.6587","22.8274","22.2592","-1.37%"
"Jan 26, 2017","22.6651","22.6392","22.7884","22.3360","0.05%"
"Jan 25, 2017","22.6531","23.0942","23.1892","22.4827","-1.94%"
"Jan 24, 2017","23.1017","23.0210","23.1115","22.8214","0.31%"
"Jan 23, 2017","23.0296","23.0681","23.1187","22.8124","-0.36%"
"Jan 20, 2017","23.1126","23.4085","23.4458","22.9576","-1.28%"
"Jan 19, 2017","23.4128","23.3052","23.5081","23.1969","0.43%"
"Jan 18, 2017","23.3116","23.0287","23.4358","22.9786","1.19%"
"Jan 17, 2017","23.0384","23.0338","23.1574","22.8999","-0.03%"
"Jan 16, 2017","23.0456","22.7883","23.0599","22.7325","0.82%"
"Jan 13, 2017","22.8580","23.1161","23.2434","22.8398","-1.13%"
"Jan 12, 2017","23.1194","23.1268","23.3218","22.9719","-0.06%"
"Jan 11, 2017","23.1344","23.0056","23.2440","22.8739","0.52%"
"Jan 10, 2017","23.0141","22.5976","23.0737","22.5870","1.80%"
"Jan 09, 2017","22.6061","22.3558","22.6221","22.3192","1.10%"
"Jan 06, 2017","22.3605","22.7031","22.7615","22.3056","-1.61%"
"Jan 05, 2017","22.7253","22.4759","22.8833","22.2235","1.04%"
"Jan 04, 2017","22.4907","21.9597","22.6229","21.8651","2.38%"
"Jan 03, 2017","21.9681","21.6667","21.9928","21.4617","1.29%"
"Jan 02, 2017","21.6880","21.8108","21.8300","21.6441","-0.50%"
"Dec 30, 2016","21.7970","21.7280","22.0723","21.6793","0.23%"
"Dec 29, 2016","21.7462","21.5945","21.7647","21.5461","0.63%"
"Dec 28, 2016","21.6090","21.6868","21.7777","21.4514","-0.42%"
"Dec 27, 2016","21.7001","21.5591","21.7307","21.4764","0.58%"
"Dec 26, 2016","21.5746","21.5244","21.6234","21.4858","0.09%"
"Dec 23, 2016","21.5545","21.6557","21.7568","21.4701","-0.49%"
"Dec 22, 2016","21.6610","21.4086","21.7639","21.4037","1.08%"
"Dec 21, 2016","21.4288","21.2440","21.4918","21.2280","0.83%"
"Dec 20, 2016","21.2534","21.2044","21.2838","21.0775","0.21%"
"Dec 19, 2016","21.2086","21.3294","21.4718","21.1566","-0.70%"
"Dec 16, 2016","21.3582","21.1732","21.4157","21.1282","0.86%"
"Dec 15, 2016","21.1763","21.5547","21.6629","21.1331","-1.82%"
"Dec 14, 2016","21.5693","21.5427","21.6244","21.4444","0.08%"
"Dec 13, 2016","21.5521","21.4839","21.5988","21.4312","0.25%"
"Dec 12, 2016","21.4979","21.5049","21.5337","21.3655","-0.20%"
"Dec 09, 2016","21.5400","21.5389","21.6939","21.3763","-0.06%"
"Dec 08, 2016","21.5521","21.8472","22.1888","21.5191","-1.43%"
"Dec 07, 2016","21.8641","21.8551","21.9745","21.7275","0.02%"
"Dec 06, 2016","21.8605","22.1557","22.1922","21.7223","-1.37%"
"Dec 05, 2016","22.1652","22.0086","22.2385","21.7380","0.68%"
"Dec 02, 2016","22.0147","22.1328","22.2308","21.8927","-0.58%"
"Dec 01, 2016","22.1423","21.7702","22.1807","21.7081","1.66%"
"Nov 30, 2016","21.7816","21.9296","22.0016","21.6126","-0.79%"
"Nov 29, 2016","21.9550","21.8925","22.0245","21.8153","0.25%"
"Nov 28, 2016","21.9009","21.8893","21.9875","21.6540","-0.02%"
"Nov 25, 2016","21.9061","21.8759","21.9956","21.8153","0.08%"
"Nov 24, 2016","21.8875","21.7699","21.9731","21.7299","0.44%"
"Nov 23, 2016","21.7908","21.8700","21.9795","21.7002","-0.40%"
"Nov 22, 2016","21.8794","21.7215","21.9187","21.5126","0.63%"
"Nov 21, 2016","21.7414","21.8233","21.9108","21.6379","-0.49%"
"Nov 18, 2016","21.8483","21.6933","22.0097","21.5001","0.67%"
"Nov 17, 2016","21.7036","21.5954","21.7601","21.4342","0.45%"
"Nov 16, 2016","21.6060","21.7107","21.9849","21.5634","-0.59%"
"Nov 15, 2016","21.7339","22.2011","22.3152","21.6410","-2.23%"
"Nov 14, 2016","22.2294","22.4647","22.7239","22.0823","-1.22%"
"Nov 11, 2016","22.5048","22.3941","23.2948","22.2814","0.38%"
"Nov 10, 2016","22.4195","21.6417","22.6346","21.5089","3.54%"
"Nov 09, 2016","21.6520","20.1688","23.4427","19.9604","7.26%"
"Nov 08, 2016","20.1858","20.5198","20.6367","20.1550","-1.67%"
"Nov 07, 2016","20.5282","21.1861","21.2001","20.5029","-3.13%"
"Nov 04, 2016","21.1916","21.2845","21.3824","21.0362","-0.48%"
"Nov 03, 2016","21.2948","21.4841","21.7516","21.2188","-0.91%"
"Nov 02, 2016","21.4906","21.2063","21.6390","21.1812","1.29%"
"Nov 01, 2016","21.2166","20.7053","21.3210","20.5963","2.42%"
"Oct 31, 2016","20.7146","20.8166","20.9047","20.5846","-0.61%"
"Oct 28, 2016","20.8407","20.5164","20.9957","20.4436","1.51%"
"Oct 27, 2016","20.5311","20.3732","20.6731","20.3649","0.70%"
"Oct 26, 2016","20.3879","20.1609","20.4271","20.1245","1.08%"
"Oct 25, 2016","20.1700","20.1787","20.2003","20.0822","-0.10%"
"Oct 24, 2016","20.1906","20.2192","20.2818","20.1365","-0.21%"
"Oct 21, 2016","20.2321","20.3370","20.3747","20.1816","-0.56%"
"Oct 20, 2016","20.3468","20.3070","20.6110","20.2379","0.15%"
"Oct 19, 2016","20.3162","20.4251","20.5460","20.2908","-0.58%"
"Oct 18, 2016","20.4352","20.7268","20.7797","20.4025","-1.47%"
"Oct 17, 2016","20.7396","20.8523","20.9587","20.7146","-0.56%"
"Oct 14, 2016","20.8559","20.9144","20.9596","20.7444","-0.34%"
"Oct 13, 2016","20.9265","20.7976","21.0800","20.7972","0.53%"
"Oct 12, 2016","20.8171","20.8864","20.9628","20.7727","-0.39%"
"Oct 11, 2016","20.8976","21.0674","21.1259","20.8588","-0.88%"
"Oct 10, 2016","21.0831","21.5952","21.6186","20.9491","-2.45%"
"Oct 07, 2016","21.6116","21.4365","21.6480","21.3669","0.75%"
"Oct 06, 2016","21.4507","21.5154","21.5922","21.4081","-0.35%"
"Oct 05, 2016","21.5258","21.6434","21.7612","21.4909","-0.60%"
"Oct 04, 2016","21.6548","21.6166","21.6950","21.3599","0.15%"
"Oct 03, 2016","21.6227","21.7696","21.8080","21.5509","-0.77%"
"Sep 30, 2016","21.7906","21.9053","22.0181","21.6156","-0.56%"
"Sep 29, 2016","21.9129","21.7159","21.9265","21.6751","0.86%"
"Sep 28, 2016","21.7254","21.7345","21.9234","21.6621","-0.09%"
"Sep 27, 2016","21.7459","22.3597","22.4191","21.7176","-2.78%"
"Sep 26, 2016","22.3673","22.2047","22.4296","22.1859","0.68%"
"Sep 23, 2016","22.2162","21.9769","22.2961","21.9579","1.06%"
"Sep 22, 2016","21.9835","22.0874","22.1308","21.8805","-0.47%"
"Sep 21, 2016","22.0871","22.0921","22.2023","21.9407","-0.07%"
"Sep 20, 2016","22.1016","21.9904","22.2169","21.9098","0.45%"
"Sep 19, 2016","22.0026","21.8680","22.0317","21.7186","0.60%"
"Sep 16, 2016","21.8710","21.7390","22.0772","21.6425","0.54%"
"Sep 15, 2016","21.7528","21.6733","21.7908","21.5657","0.32%"
"Sep 14, 2016","21.6833","21.3964","21.6990","21.3177","1.29%"
"Sep 13, 2016","21.4078","21.1315","21.6065","21.1109","1.29%"
"Sep 12, 2016","21.1356","21.2303","21.5260","21.1124","-0.51%"
"Sep 09, 2016","21.2429","21.0149","21.2558","21.0084","1.05%"
"Sep 08, 2016","21.0213","20.6502","21.0675","20.6218","1.72%"
"Sep 07, 2016","20.6650","20.5552","20.7316","20.5334","0.48%"
"Sep 06, 2016","20.5672","20.6833","20.7546","20.5375","-0.61%"
"Sep 05, 2016","20.6925","20.7093","20.7334","20.5934","-0.17%"
"Sep 02, 2016","20.7278","20.9869","21.0973","20.6922","-1.27%"
"Sep 01, 2016","20.9944","20.9511","21.1602","20.9021","0.15%"
"Aug 31, 2016","20.9623","20.9408","21.0780","20.8929","0.04%"
"Aug 30, 2016","20.9541","20.8321","21.0160","20.7314","0.55%"
"Aug 29, 2016","20.8395","20.8130","20.8692","20.6757","0.05%"
"Aug 26, 2016","20.8300","20.7085","20.8404","20.5133","0.53%"
"Aug 25, 2016","20.7212","20.7840","20.8815","20.6896","-0.33%"
"Aug 24, 2016","20.7890","20.9784","21.0440","20.7503","-0.97%"
"Aug 23, 2016","20.9924","20.6929","21.0070","20.6195","1.40%"
"Aug 22, 2016","20.7016","20.5848","20.7865","20.5830","0.33%"
"Aug 19, 2016","20.6341","20.6413","20.8255","20.6009","-0.08%"
"Aug 18, 2016","20.6506","20.4672","20.6716","20.3582","0.87%"
"Aug 17, 2016","20.4723","20.3599","20.6253","20.3328","0.50%"
"Aug 16, 2016","20.3710","20.2077","20.3868","20.1901","0.76%"
"Aug 15, 2016","20.2179","20.3811","20.4104","20.1358","-0.80%"
"Aug 12, 2016","20.3813","20.2949","20.4699","20.2789","0.39%"
"Aug 11, 2016","20.3016","20.5769","20.6428","20.2137","-1.37%"
"Aug 10, 2016","20.5842","20.4836","20.6117","20.4443","0.41%"
"Aug 09, 2016","20.5005","20.5664","20.6074","20.3966","-0.40%"
"Aug 08, 2016","20.5821","20.7971","20.8299","20.5085","-1.02%"
"Aug 05, 2016","20.7933","21.0343","21.0781","20.7501","-1.19%"
"Aug 04, 2016","21.0435","21.0461","21.0880","20.9059","-0.04%"
"Aug 03, 2016","21.0515","21.2399","21.3107","21.0274","-0.99%"
"Aug 02, 2016","21.2615","21.0499","21.3135","21.0292","0.96%"
"Aug 01, 2016","21.0602","20.9544","21.1082","20.8217","0.51%"
"Jul 29, 2016","20.9540","20.9160","21.0767","20.9012","0.14%"
"Jul 28, 2016","20.9244","20.8033","21.0044","20.7792","0.50%"
"Jul 27, 2016","20.8193","20.6213","20.8451","20.5778","0.92%"
"Jul 26, 2016","20.6296","20.6266","20.7285","20.5748","-0.07%"
"Jul 25, 2016","20.6448","20.3210","20.6678","20.2796","1.41%"
"Jul 22, 2016","20.3568","20.4728","20.5470","20.2781","-0.58%"
"Jul 21, 2016","20.4746","20.5662","20.6140","20.3781","-0.47%"
"Jul 20, 2016","20.5714","20.3855","20.5930","20.3085","0.89%"
"Jul 19, 2016","20.3907","20.3437","20.5271","20.3087","0.18%"
"Jul 18, 2016","20.3541","20.5510","20.6264","20.3081","-0.95%"
"Jul 15, 2016","20.5487","20.3979","20.5713","20.3723","0.68%"
"Jul 14, 2016","20.4108","20.3635","20.4236","20.2154","0.19%"
"Jul 13, 2016","20.3712","20.2741","20.4798","20.1994","0.43%"
"Jul 12, 2016","20.2843","20.4061","20.4593","20.2177","-0.67%"
"Jul 11, 2016","20.4209","20.4370","20.5267","20.2843","-0.17%"
"Jul 08, 2016","20.4550","20.8249","20.8815","20.3590","-1.81%"
"Jul 07, 2016","20.8328","20.7780","20.9630","20.5987","0.19%"
"Jul 06, 2016","20.7927","20.8291","20.9678","20.7264","-0.24%"
"Jul 05, 2016","20.8434","20.5283","20.9106","20.5113","1.44%"
"Jul 04, 2016","20.5473","20.4458","20.5810","20.3717","0.52%"
"Jul 01, 2016","20.4404","20.2830","20.5520","20.1598","0.69%"
"Jun 30, 2016","20.3009","20.5509","20.7103","20.0829","-1.29%"
"Jun 29, 2016","20.5657","20.8217","20.9433","20.5260","-1.30%"
"Jun 28, 2016","20.8359","21.1284","21.1652","20.7186","-1.46%"
"Jun 27, 2016","21.1448","20.9473","21.2107","20.7785","0.47%"
"Jun 24, 2016","21.0456","20.7526","21.4790","20.5628","1.40%"
"Jun 23, 2016","20.7555","20.8770","20.9400","20.6867","-0.66%"
"Jun 22, 2016","20.8938","20.9318","21.1158","20.8498","-0.20%"
"Jun 21, 2016","20.9350","21.0909","21.1527","20.8966","-0.82%"
"Jun 20, 2016","21.1091","21.2455","21.3621","21.0611","-0.66%"
"Jun 17, 2016","21.2487","21.2508","21.3127","21.1757","-0.08%"
"Jun 16, 2016","21.2660","21.2819","21.4835","21.0796","-0.13%"
"Jun 15, 2016","21.2942","21.2068","21.3124","21.1280","0.34%"
"Jun 14, 2016","21.2223","21.2643","21.3810","21.1728","-0.25%"
"Jun 13, 2016","21.2747","20.9522","21.3024","20.9012","1.50%"
"Jun 10, 2016","20.9607","20.6367","21.1048","20.6103","1.51%"
"Jun 09, 2016","20.6488","20.6490","20.7471","20.5672","0.01%"
"Jun 08, 2016","20.6458","20.8459","20.9290","20.5814","-0.99%"
"Jun 07, 2016","20.8518","21.1847","21.2510","20.8238","-1.62%"
"Jun 06, 2016","21.1960","21.1319","21.2481","21.0334","0.29%"
"Jun 03, 2016","21.1341","20.8182","21.1977","20.7790","1.49%"
"Jun 02, 2016","20.8234","20.7185","20.8472","20.6541","0.47%"
"Jun 01, 2016","20.7263","20.5531","20.7900","20.4927","0.81%"
"May 31, 2016","20.5590","20.5767","20.6112","20.4513","-0.22%"
"May 30, 2016","20.6035","20.4993","20.6155","20.4848","0.44%"
"May 27, 2016","20.5141","20.6524","20.7074","20.4714","-0.71%"
"May 26, 2016","20.6602","20.6063","20.6902","20.4827","0.20%"
"May 25, 2016","20.6189","20.5748","20.6587","20.4110","0.15%"
"May 24, 2016","20.5889","20.7712","20.8383","20.5345","-0.90%"
"May 23, 2016","20.7753","20.5711","20.7900","20.5307","0.91%"
"May 20, 2016","20.5870","20.6285","20.7122","20.5410","-0.26%"
"May 19, 2016","20.6398","20.6698","20.8500","20.6120","-0.21%"
"May 18, 2016","20.6826","20.6595","20.8224","20.6257","0.06%"
"May 17, 2016","20.6707","20.7063","20.8468","20.6142","-0.24%"
"May 16, 2016","20.7209","20.5299","20.7563","20.4835","0.87%"
"May 13, 2016","20.5412","20.4341","20.5977","20.3403","0.45%"
"May 12, 2016","20.4490","20.5565","20.5879","20.3275","-0.53%"
"May 11, 2016","20.5579","20.4547","20.6704","20.4315","0.48%"
"May 10, 2016","20.4588","20.7089","20.7444","20.4111","-1.26%"
"May 09, 2016","20.7193","20.3715","20.7735","20.3079","1.60%"
"May 06, 2016","20.3937","20.4061","20.7430","20.2986","-0.07%"
"May 05, 2016","20.4083","20.4404","20.4565","20.1482","-0.19%"
"May 04, 2016","20.4462","20.2312","20.5532","20.2219","1.01%"
"May 03, 2016","20.2422","19.8316","20.2762","19.8051","1.99%"
"May 02, 2016","19.8475","19.6493","19.8738","19.6435","0.87%"
"Apr 29, 2016","19.6756","19.5953","19.7533","19.4875","0.34%"
"Apr 28, 2016","19.6089","19.5960","19.7738","19.4280","-0.02%"
"Apr 27, 2016","19.6134","19.6155","19.7726","19.5499","-0.07%"
"Apr 26, 2016","19.6264","19.7671","19.8252","19.5760","-0.81%"
"Apr 25, 2016","19.7872","19.5468","19.8815","19.5468","0.78%"
"Apr 22, 2016","19.6335","19.7111","19.7556","19.5387","-0.42%"
"Apr 21, 2016","19.7167","19.5141","19.7841","19.4594","1.01%"
"Apr 20, 2016","19.5198","19.6540","19.7548","19.4321","-0.73%"
"Apr 19, 2016","19.6632","19.7238","19.7501","19.5558","-0.34%"
"Apr 18, 2016","19.7295","19.8029","20.0565","19.6950","-0.43%"
"Apr 15, 2016","19.8156","19.6561","19.9226","19.5578","0.80%"
"Apr 14, 2016","19.6583","19.6460","19.7658","19.5394","0.03%"
"Apr 13, 2016","19.6515","19.8935","19.9246","19.6273","-1.27%"
"Apr 12, 2016","19.9047","20.1090","20.1836","19.8413","-1.12%"
"Apr 11, 2016","20.1310","20.2495","20.3604","20.0623","-0.67%"
"Apr 08, 2016","20.2661","20.3295","20.3673","20.1044","-0.35%"
"Apr 07, 2016","20.3367","20.1152","20.4372","20.0364","1.06%"
"Apr 06, 2016","20.1228","20.1291","20.3151","20.0051","-0.07%"
"Apr 05, 2016","20.1374","19.9097","20.2574","19.8812","1.07%"
"Apr 04, 2016","19.9246","19.7319","19.9557","19.6492","0.96%"
"Apr 01, 2016","19.7354","19.6596","19.9538","19.6064","0.36%"
"Mar 31, 2016","19.6654","19.5246","19.7894","19.4820","0.65%"
"Mar 30, 2016","19.5382","19.5666","19.6140","19.4626","-0.21%"
"Mar 29, 2016","19.5785","19.5094","19.6780","19.4759","0.30%"
"Mar 28, 2016","19.5202","19.5681","19.6508","19.4793","-0.32%"
"Mar 25, 2016","19.5825","19.6754","19.7090","19.5581","-0.49%"
"Mar 24, 2016","19.6794","19.6495","19.7606","19.5923","0.04%"
"Mar 23, 2016","19.6712","19.4351","19.6930","19.3817","1.18%"
"Mar 22, 2016","19.4425","19.5666","19.6368","19.3912","-0.68%"
"Mar 21, 2016","19.5761","19.5866","19.7385","19.5152","-0.13%"
"Mar 18, 2016","19.6011","19.5880","19.6837","19.4264","-0.02%"
"Mar 17, 2016","19.6045","19.7395","19.8936","19.5750","-0.77%"
"Mar 16, 2016","19.7560","19.8593","19.9565","19.7360","-0.57%"
"Mar 15, 2016","19.8685","19.6967","19.9650","19.6789","0.80%"
"Mar 14, 2016","19.7113","19.7254","19.8163","19.6413","-0.05%"
"Mar 11, 2016","19.7219","19.9236","19.9819","19.5868","-1.08%"
"Mar 10, 2016","19.9370","19.5127","20.1238","19.0784","2.13%"
"Mar 09, 2016","19.5209","19.7333","19.7633","19.4197","-1.11%"
"Mar 08, 2016","19.7399","19.5463","19.8248","19.5238","0.94%"
"Mar 07, 2016","19.5553","19.5437","19.5932","19.4424","0.06%"
"Mar 04, 2016","19.5431","19.6264","19.7525","19.3506","-0.49%"
"Mar 03, 2016","19.6393","19.3613","19.7117","19.3416","1.41%"
"Mar 02, 2016","19.3667","19.4610","19.5129","19.2751","-0.52%"
"Mar 01, 2016","19.4682","19.7019","19.7888","19.3703","-1.27%"
"Feb 29, 2016","19.7182","19.9742","20.0640","19.6034","-1.33%"
"Feb 26, 2016","19.9836","19.9684","20.0759","19.7237","0.01%"
"Feb 25, 2016","19.9824","20.0457","20.1177","19.8627","-0.39%"
"Feb 24, 2016","20.0602","20.0606","20.2581","19.9599","-0.04%"
"Feb 23, 2016","20.0692","19.9240","20.1180","19.8205","0.67%"
"Feb 22, 2016","19.9358","20.2706","20.3041","19.8090","-1.76%"
"Feb 19, 2016","20.2927","20.2999","20.4190","20.1814","-0.11%"
"Feb 18, 2016","20.3147","20.4190","20.4874","19.9895","-0.57%"
"Feb 17, 2016","20.4321","21.0342","21.1820","19.9931","-2.91%"
"Feb 16, 2016","21.0454","20.9907","21.1121","20.8715","0.18%"
"Feb 15, 2016","21.0076","21.2755","21.2942","20.9231","-1.34%"
"Feb 12, 2016","21.2936","21.6761","21.7335","21.1973","-1.81%"
"Feb 11, 2016","21.6854","21.3701","22.0584","21.3100","1.44%"
"Feb 10, 2016","21.3777","21.2290","21.4021","20.7911","0.67%"
"Feb 09, 2016","21.2350","20.9029","21.3652","20.7963","1.56%"
"Feb 08, 2016","20.9098","20.5772","21.0533","20.4623","1.59%"
"Feb 05, 2016","20.5826","20.4734","20.6262","20.3372","0.46%"
"Feb 04, 2016","20.4883","20.1749","20.5840","20.0951","1.52%"
"Feb 03, 2016","20.1807","20.1711","20.5930","20.0173","0.01%"
"Feb 02, 2016","20.1788","19.8561","20.2670","19.8293","1.61%"
"Feb 01, 2016","19.8592","19.5933","20.0874","19.5716","1.19%"
"Jan 29, 2016","19.6249","20.0348","20.0894","19.5969","-2.13%"
